Movie Name,Storyline
My Sassy Girl,"Film about Junjee and Sheena, challenging traditional gender roles in Asian societies."
Kahan Shuru Kahan Khatam,"A commitment-phobic woman refuses to marry the man her parents have chosen for her. Chaos ensues as she tries to escape the wedding while the groom and his family chase her down, leading to a hilarious and cringe-worthy comedy of errors."
Youth (Homecoming),Wang Bing's Youth documentary trilogy concludes with migrant factory workers celebrating the New Year with their families. Their cyclical struggle captured over 5 years becomes a poignant portrait of surviving in contemporary rural China.
Forgive Me Father,"When a number of mutilated bodies are discovered in a mansion, seasoned Detective Taylor is charged with finding the killer. An unlikely suspect reveals that some secrets are taken to the grave and some secrets take us to the grave"
My Nanny Stole My Life,A new mother begins to suspect that her nanny is scheming to steal her baby and her husband.
The Heist,Ex-FATF agent Ananya meets a Master Con Artist Neel through the Dark Web. They form an unlikely team to conduct a heist to loot a billionaire fugitive of his ill-gotten money and disrupt his smuggling network.
Andhakaara,"Forced into a passenger's criminal web, a disabled taxi driver finds himself caught between a ruthless woman and the mobsters hunting her down."
Mazhai Pidikatha Manithan,"A secret agent, forced to live anonymously, encounters a woman in debt. Against his detached lifestyle, he befriends her while rescuing a pup, sparking a journey to help with her financial troubles."
Breaking the Silence: The Maria Soledad Case,"In '90s Argentina, the murder of a high school student sparks widespread protests. Retold by her loved ones, this documentary shows their fight for justice."
Regarding Us,"Fired from her teaching job at a Catholic school, a transgender woman contemplates suicide until she meets a young girl with two fathers, and they have a profound impact on each other's lives."
7/G,Revolves around the lives of two women who are connected by a mysterious turn of events.
Old World Order,"Our history has been fabricated. The official timeline of our recent past, does not match our reality. Our Rockefeller ""his-story"" books are pure fabrication. There has been a massive cover-up."
The Big Trip 3: Race Around the World,"After two adventures, bear Mik-Mik longs for peace with his family and bees. But when a clumsy stork delivers the wrong baby again, his dreams are dashed. To make things right, Mik-Mik embarks on another wild adventure to fix the mix-up."
Secret Home,"A violent crime in a suburban house with concealed horrors draws four individuals into its aftershocks, exposing their ethical ambiguities."
Nayab,"With the support of her older, married brother, a young woman rebels against her parents' expectations and trains to become a cricket player for Pakistan's national team."
Premalo,"Ravi and Prasanti , Both of them are in deep love. Due to some unexpected events, the video clip of Ravi raping Prasanti reaches Prasanti's Father. Why did Ravi have to do this? Does Ravi really love prasanti?"
Pistachio Wars,"In a drought-stricken Beverly Hills, wealthy farmers face environmental crisis and water privatization. As marketing schemes run wild and resources dwindle, tensions escalate, leading to unexpected international conflict."
The Caller,"Meng Jia divorced her husband and moved to live separately. Suddenly, a call from the past comes to her landline and her life will never be the same."
Kajolrekha,"Based on a famous Bangladeshi ballad-opera, where portraits the backstory of a lady conqueror."
Paul Anka: His Way,"Born in Ottawa to immigrants, Anka exhibited early musical talent. At 16, he ambitiously headed to New York . Unlike other teen idols, he wrote his own songs. His multi-genre, multi-decade success resonates across generations."
Burning Butterflies,"A Lovecraftian horror with jump-scare and gore elements, which will keep the audience to the edge of their seats with bated breath: it explores the uncertainty and absurdity of life unfolding a dark reality."
Burning Stars,A group of young students who embark on a top-secret mission that they know is impossible but still do it. They use themselves as bait to break through numerous encirclements just to complete an extreme evacuation operation.
Portrait of a Certain Orient,"In 1949, Catholic siblings Emilie and Emir flee from war in Lebanon to Brazil. During the journey, Emilie falls in love with Omar, a Muslim merchant. Emir, consumed by jealousy, tries to use their religious differences to split them apart."
Paalum Pazhavum,"A 23-year-old man connects with a 33-year-old woman online, sparking an unconventional romantic relationship that challenges societal norms as they navigate the complexities of their age gap."
Devi Danger,In the near future the NeuroTic Corporation harnesses AI processing power by using humans as brain cattle via a neuro-network human brain implants.
Winners,"Mona, a Syrian refugee in Berlin, joins a competitive girls' football team where she learns the value of teamwork for success."
13th Summer,"During their annual vacation at an isolated beach, Ben and Vee unexpectedly encounter a mysterious backpacker who draws them into a twisted web of lies, deceit and ultimately, revenge."
Twisted Marriage,"Two married couples who have been long-time friends decide to swap partners for a weekend, leading to lots of questions and jealousy."
Purgatory Station,"When a crooked lawyer wakes up in a large, pitch-dark container, he learns he has eight hours to scuttle a corporate land grab or see everyone he loves die horribly. ."
The Marriage Pass,"A former playboy is granted a pass from his marriage, then becomes entangled in a deadly web of deception when the person he chooses is his sister-in-law."
Paul and Paulette Take a Bath,A young American in Paris meets a woman with a morbid curiosity for the darker sides of the city's history.
Ol' Dirty Bastard: A Tale of Two Dirtys,"The definitive documentary on Wu-Tang Clan founding member Ol' Dirty Bastard. The film explores how Russell Tyrone Jones created Ol' Dirty Bastard, a Hip Hop alter ego superhero that would ultimately consume him."
Joachim and the Apocalypse,"During the Crusades, a monk named Joachim experiences mystical visions and prophecies. He sees a river of oil and receives divine revelations about overcoming the apocalypse."
Flashlight,A reclusive nighttime janitor is pulled into a series of mysterious after-hours jobs that unravel the secrets behind her missing father and the existence of parallel dimensions.
Lovely,An up-and-coming boxer from the projects starts to question his dream once an unforeseen circumstance enters his life.
The Storm,"The ancient ship rises from the depths. Mantou trespasses aboard and finds lost souls. After rain, will he be reborn and destiny change?"
The Phantom Warrior,"The origin story of masked vigilante and immortal soul, Nemesis Knight."
Kismath,"An easy life of three seemingly ordinary, jobless engineers from a small village goes haywire as they try to hide an unwelcome money heist leaving only honesty on their side."
Kotee,"In corrupt Janatha city, honest Kotee defies gang leader Dinoo Saavkaar to secure future for sister. But defiance leads to debts, forcing life-altering choice: eliminate or be eliminated."
Maruthi Nagar Subramanyam,"A father and son experience a sudden influx of wealth in their bank account, leading to comical mishaps and carefree escapades as they navigate their newfound riches."
Birds Flying East,"A garage attendant receives a proposal from a user, a birdwatcher enthusiast, to drive him in pursuit of a crane that has lost its way. They will cross half of Europe turning the search into a flight and the flight into learning."
Vindication Swim,"The inspirational story of Mercedes Gleitze, the first British woman to swim the English Channel and her battle against both the cold waters of the Channel and the oppressive society of 1920s England."
Visher,"An online scammer's obsession with a woman takes a nightmarish turn when he witnesses a haunting series of events within her home, all through the lens of her webcam."
Third Wheel,"An edgy breakup story following Ray, a depressed, hopeless romantic who finds himself struggling with heartbreak and his return to single life, all the while living among his newly-coupled, smitten best friends."
Our Blue World: A Water Odyssey,"Water cycles disrupted by climate change spark droughts, floods, biodiversity loss. Combining ancestral wisdom and modern science offers solutions. Explores visionary relationships with water, inspiring positive change."
Checkmate,A former international secret agent must put together his old team for a desperate new mission when his niece is kidnapped.
Suspect,A former police officer who gets dragged into a game initiated by an intelligent killer to punish criminals outside the law
Sad Jokes,"Joseph, a gay movie director, raises a child with his friend Sonya. When she is hospitalized, he becomes the boy's primary caregiver and has to juggle daily tasks with his artistic work."
To the Moon,"An ensemble comedy about love, choreographed dance, kitchen safety, stranger danger, planetary physics, and the idea that it's never too late in life to figure out who you really are."
The Women in the Lakes,Police investigate the death of a 100 year old man at a nursing home. Several women are concerned in the incident. A journalist also investigates. One of the investigators has a illicit relationship with one of the suspects.
Bitter Gold,"Pacífico's injury thrusts his daughter Carola into leading his mining crew, navigating greed, misogyny, and threats while trying to secure their future."
Takedown,A troubled teen struggles to balance between life in wrestling and his love for the arts.
Broke. Alone. A Kinky Love Story,"Art student Sarah discovers her boyfriend's cheating and unpaid rent during quarantine. With eviction looming and no family support, she turns to the same cam-girl site where he spent their rent money."
The Red Box Project,"Four friends explore a cave rumored to have formed from an ancient comet impact. The unstable cave traps them inside. They use walkies to communicate while hunted by a mysterious, non-human predator lurking within the depths."
Buddy,A teddy bear named Buddy is in trouble and asks pilot Aditya Ram for help. Can the duo join forces and help each other out?
Sambavami Yuge Yuge,"Young Arjun, the village panchayat president, clashes with the new DC over differing leadership styles, putting the village's progress at stake."
Neuilly-Poissy,"A high roller gets busted after dilapidating funds and switches his lavish lifestyle to a constrained prison one, where rules and connections change him and his ways."
Busted Babies,"A secret of turning flesh into glass breaks down _____'s reality when she trips in the BBQ Salon, busting rusting immortal goop onto the faces of herself, Movie Star, and Character Name. Blasts party murder of self inflicting wads of death are in the agenda after a green amulet confusion, forever, until the wood chipper reveals the dusty trick. But who are these men with Gartan Galtar and why do they dance so preciously?"
Two Strangers Trying Not to Kill Each Other,"Married artists Joel and Maggie share a loving bond, but Maggie feels overshadowed. This brave film explores their extraordinary confrontations as they navigate love, aging, and the creative process."
Hunter of the Night,"When 5 friends accidentally stumble upon a man with a deranged PROMISE, they start to realize this college get away is a deadly trap. Is a rescue, really a rescue, if the PROMISE isn't kept. Be Frightened."
The After Dark,"Beth, a young vampire, meets Jack, a punk rocker vampire. Their clans clash as Beth's clan opposes her embracing Jack's party lifestyle. Master Vigo and Dax fight over Beth's fate, with Lars Frederiksen from Rancid making his film debut."
The Mother and the Bear,"After an accident leaves her daughter Sumi comatose in Winnipeg, Sara arrives from Seoul. While using Sumi's dating app, the meddling mother embarks on a transformative personal journey."
Tigers on the Rise,"Celebrates the remarkable comeback of one of the world's most iconic animals. Tiger populations have rebounded so successfully, many of the big cats are venturing from India's forest reserves into farms and villages."
Chabuca,"Biopic that immerses us in the life of Peruvian host Ernesto Pimentel. A man who defied social conventions to become an icon of Peruvian television with his character of ""La Chola Chabuca""."
Touch,"TOUCH follows a young man, Ben, who gets trapped in the consciousness of his father, Frank, after an experiment goes wrong. To escape, Ben must go on an epic adventure through his dad's memory, learning more about a man he thought he knew."
Taboo,A woman running from a man meets another man. They hit it off until she discovers his secret.
Kromoleo,"Zia returns from the city to attend her mother's funeral, even though her grandfather, Danang, forbids her. He wants to know the mystery of his father's disappearance and uncover the dark history of his family."
Premeditated,"Jack Watson, a LAPD detective plagued by night terrors from his military service, faces low case clearance rates. His eccentric captain assigns him to a new detail as he grapples with personal struggles amidst the investigation."
Día Ocho,"Three stories of faith and hope, intertwined through time with the life of faith-healing priest Emiliano Tardif."
Padres,"Her parents, Jaime and Victoria, recently divorced, meet at their old shared chalet to find their daughter. Everything becomes more mysterious when they discover where her mobile phone is located outside of Spain."
A Smile Doesn't Lie,"Unemployed man Wisi travels to Bordeaux. He meets kindhearted Marina, pretending to be undocumented to stay with her. One night, he encounters Jérôme, recently homeless after his mother's death."
Milano,"Alain is raising his son Milano on his own. Determined to make their future better, he tries to make ends meet."
Lola Magdalena,"A group of elderly prostitutes lives together, confronting their impoverished life day by day, hoping to survive long enough to conquer their personal battles and connect with their estranged families."
A Man and a Woman,Two strangers who land in Hong Kong on the same transfer flight during the pandemic and end up stranded in side-by-side rooms in the same quarantine hotel.
Alangu,Centres around the clashes between Kerala's political group and Tamil Nadu's tribal youths.
"Spider Baby, or The Maddest Story Ever Told",A pair of greedy relatives try to repossess the Merrye Estate. But the inbred Children will protect their home and bloodline at all costs.
Utsavam,"Follows the story of Krishna, a passionate individual determined to revive the age-old tradition of theater plays in modern times."
Günesi Söndürmem Gerek,"While Umut's life is going perfectly, she loses her lover (Anil) in an accident and has to deal with it. While she complains about her boring life, she doesn't even have time to be bored in her next life, and the bad events that follow turn her life upside down."
Kuch Sapney Apne,Kuch Sapney Apne is a heartwarming Hindi feature film about a gay couple and their family members.
Caracas,"A well-known Neapolitan writer returns to his hometown after a long absence and encounters an old friend known as Caracas. Caracas, once a neo-fascist skinhead, is now converting to Islam."
Black Heat,"One night, two parents, out of options, infiltrate a top level drug dealer/pimp's apartment complex to rescue their teenage daughter."
Je le jure,"Favio, a directionless recycling worker in his 30s, finds solace in alcohol and a secret affair with older Madeleine. Selected as juror, he must judge a young arsonist's manslaughter case despite his own poor judgment."
The Way We Speak,"An up-and-coming writer refuses to leave the spotlight when his best friend and debate opponent suffers cardiac arrest, leading to a rift with the writer's ailing wife and an obsession over his new opponent- a bestselling author."
The Girl Who Wore Yellow Lace,"Arianna has just signed up with the biggest modeling agency in town. What appears to be a dream come true, has turned into a nightmare. One by one, beautiful models are being found murdered by a mysterious masked killer. Will the Girl who wore yellow lace be his next victim?"
Realm of Satan,"Explores the Church of Satan, a 50-year-old religion celebrating individualism and carnal desires. It offers a glimpse into modern Satanists' daily lives and rituals, showcasing their devotion to Satan as a symbolic figure."
La Hacienda - El Regreso de los Malditos,A group of friends return to their hometown after many years. The trip is an excuse to reminisce about old times but turns into a nightmare when they unearth their darkest memories.
All We Need Is Time,"One year after the accident of his elder sister, Ombak, a suicide survivor gets an anxiety attack because he is tortured by remorse and guilt-tripping from his mother."
7 Keys,"Daniel has kept the keys to the places he's lived in. Lena wants to use them - on the ultimate tour of London, a weekend of getting to know each other intimately in other people's homes. This risky fantasy soon becomes a deadly threat."
La Puerta Verde,"Emina, a single mother with a sick son, begins a journey searching a Tarahumara healer who lives in the enigmatic mountain range of Chihuahua."
El Precio de Educarlos,"Angélica Aragón and Joaquín Cosío are married and have two adult children who never visit them, and this situation it's getting worse day by day, so the parents come up with an idea, they pretend to win the lottery, they think that by doing this their children will come back eventually."
Elementary,A documentary that unveils the profound impact of teachers' devotion to their students. Witness their daily triumphs and struggles as they inspire young minds with unwavering dedication.
Like Aani Subscribe,"Revolves around a young vlogger, who is also an aspiring actress. Her life turns dramatically when she gets involved in a murder mystery."
War Game,"US officials simulate a coup post a disputed election. Insurgents take capitals, questioning the president's military control. Countering disinformation is vital, highlighting bipartisan defense of democracy."
Missing from Fire Trail Road,"The case of Mary Ellen Johnson-Davis, a Native-American woman who disappeared in 2020, exposing how hundreds of indigenous women continue to go missing in the US, perpetuating trans-generational trauma on Indian reservations."
All About the Levkoviches,A generous and stubborn elderly boxing coach who gets along with everyone except his own son. They're reunited after the death of the old man's wife and forced to face old grievances.
Waarom Wettelen,The death of Christine and the choice to bury her in Wettelen lead to the unraveling of unexpected family secrets on the journey to her final resting place.
"Please, After You",Ali's life in Canada as a newcomer is shaken when his naive cousin Omid arrives unexpectedly from overseas. His arrival sets off a tide of misadventures threatening to cost him his cherished ambitions and driving him to wits end.
Bigfoot,"Five filmmakers journey into the Canadian wilderness in search of the Legend of Bigfoot, never to return."
Per il mio bene,"Giovanna inherited the family business from her father, which deals with the industrial (but artisanal) processing of natural stone. The woman does not have a partner, and although she maintains a close relationship with her mother Lilia and her 15-year-old daughter Alida, it seems that she is unable to build completely sincere bonds with them or to be completely transparent. So when she gets sick, she keeps the situation hidden from the girl, and only talks to her mother because she discovers that the only cure would be an urgent liver transplant from a blood relative in adulthood. But Lilia cannot help her, because... she is not her biological mother. Giovanna discovers that she was adopted and that she has lived a life in the dark about that important information regarding her identity. And she begins a search for her biological mother, the only one who could really save her life. 'Per il mio bene' is an unusual film in the Italian panorama because, despite starting from a melodramatic premise with a high risk of television (and the first scenes struggle a bit to find the necessary tone), it unfolds cinematically in a sober and calm way, working ""in levare"" and relying on the rigor of its protagonists: Barbora Bobulova in the role of Giovanna, Marie-Christine Barrault - a very welcome return - in that of her biological mother, Sara Ciocca in the role of Alida and Stefania Sandrelli in that of Lilia. Sandrelli performs an act of great generosity in leaving the more substantial role (which she could have easily played herself) to her French colleague: but with a couple of ""piercing"" expressions she lets Lilia's living pain filter through in witnessing Giovanna's rejection (and illness), as only a great actress can do. However, it is Barrault who towers over the big screen, beautiful in her lonely and angry old age, and Bobulova holds her own, with sweetness and a sense of deep affinity. Ciocca closes this quadrilateral of painful but loving relationships, letting all the adolescent need for truth and affective presence shine through. 'Per il mio bene' is a treatise on motherhood as the ability to act ""for the good"" of one's children, without sacrificing the right to one's own identity. The excellent screenplay by Monica Zapelli, Pierpaolo De Mejo and Mimmo Verdesca, clear and never insistent, avoids underlining and spares us useless explanations on what we have already understood, also because the images and the acting of the actresses (and actors: there is a splendid cameo by Leo Gullotta, also a very welcome return) speak for themselves, and clearly. Verdesca's direction, at his debut in fictional cinema after some documentaries and supported by the essential editing of Alessio Doglione, is careful and modest, and takes all the time and calm necessary to tell an adult story in which the elderly are finally treated with respect and realism, or as the complex people they have been all their lives - and who do not deserve to be reduced to a single note, mostly ridiculous, in favor of the younger audience (or cast). In a delicate moment of her life, Giovanna needs the person who abandoned her, her biological mother. The precision of the images, the ability to narrate a story full of emotion without ever bordering on gratuitous tears, make Verdesca welcome as a director of fiction, capable of ""working the natural stone"" that is cinema with grace and competence. A curiosity: the names of two of the protagonists seem to be homages to his previous documentaries, 'Alida' (on Valli) and 'In arte Lilia Silvi' (on the diva of white telephones). 'Per il mio bene' therefore appears as a (further) gesture of gratitude from a man towards the women he observes, and wants to tell, with discretion and solicitude."
Sinful Lies,"Lisa Evans, who is married to Carl Evans but engages in multiple affairs with different men. Lisa's deceitful behavior escalates as she tries to manipulates these men into plotting to kill her husband, Carl, in order to collect insurance money. The storyline delves into the web of lies, betrayal, and dangerous consequences that unfold as Lisa's actions come to light. As the plot thickens, viewers are taken on a suspenseful journey filled with deceit, greed, and the unraveling of dark secrets."
Aamar Boss,"A heartwarming story about a man juggling work and family, until his mother's unexpected presence at the office quietly transforms the workplace. Inspired by real-life corporate daycare programs."
Kingdom of Judas,"After her sister dies by suicide, Anna infiltrates her artistic circle through a celebrity rehab to find answers. As she digs deeper, disturbing revelations challenge her quest for truth."
Our Folks: The Beginning,"Before resettlement, the Kargul and Pawlak struggle to survive in Borderlands until forced relocation to Recovered Territories."
From Darkness to Light,"Explores Jerry Lewis' unreleased 1972 film ""The Day The Clown Cried"", its mysterious disappearance, and the search for footage. Includes interviews with Lewis' associates and previously unseen production content."
Jacqueline Novak: Get on Your Knees,"Comedian Jacqueline Novak delivers a funny and philosophical meditation on sex, coming-of-age and a certain body part in this intimate stand-up special."
Captain Avispa,"Capitán Avispa, hero of Wasptropolis and the Honey Kingdom, puts to test his nobility, justice and innocence against the evil wasp Jacques Poison and his henchmen."
Chameleon,"Knoll Ashby, a loner realtor, seeks escape from his mundane life. His desperate need for something new spirals him down an unimaginable dark path."
Vive e Deixa Andar,"A clumsy lonely orphan, Lucas is a moving target for all kinds of misfortunes. Spending a weekend in a mansion he will cause damage, discover secrets from his past and find love. A dangerous-romantic action comedy, with a license to laugh."
Surrogate,"Jane Martin is recruited by Doctor Faye's clinical for healthy sex. But Jane does not respect the rules with her patients and becomes more closer with them. Ignoring the warnings of Dr. Faye, Jane puts her patients and herself in danger."
Taxi Monamour,"Two young women face a complicated moment: Anna is in conflict with herself and her family, while Nadiya, because of a war that keeps her away from home, is forced to flee Ukraine. The brief meeting between them will be an intense and unpredictable dive into freedom."
Here & There,"A visa problem forces Adrien back to Paris after 15 years in Senegal with his wife Aminata. Her cousin Sékou, distanced from his Senegalese origins, takes him in. As Adrien waits to return, Sékou shows him France, sparking surprises."
Pink Lady,"Battie and Lazer, a Jewish ultra-Orthodox couple are being blackmailed by the Wolf's gang. Both are going to fight the gang in a journey that will test their love and faith and change their lives forever."
Baxti Tery,"Twin sisters Janet and Anet,separated by fate,inherit their mystic grandmother's powers.Forced to switch lives,they must adapt to each other's worlds,guided by visions, as they discover if they control their destinies or are bound by fate."
White Courage,"Two Highlander brothers, clash after their father's death. Andrzej meets Wolfram, an anthropologist. War erupts, Andrzej seeks Highlanders' cooperation with Germans, leading to a violent brotherly confrontation amidst wartime turmoil."
Magma,"Katia Reiter has been directing the Guadeloupe Volcanological Observatory for about ten years. She forms a powerful partnership with Aimé, a young Guadeloupean, to whom she shares her passion for the profession. As she prepares for a new mission on the other side of the world, the threat of a major eruption of La Soufrière looms. The island is in dire straits, and Katia must ensure the safety of the population."
Line in the Sand,"Undercover journalist James O'Keefe investigates the migrant crisis using hidden cameras. He explores Mexican freight trains, cartel tunnels, and U.S. child detention camps to expose the realities of the U.S. border situation."
Ajogyo,"Parna's crisis-ridden family has an unexpected guest - her stay-at-home husband Raktim's confidante - Prosen Mitra. Will Prosen usher in happiness, or will the middle-class couple descend into further chaos?"
Kids Are Growing Up,"A moment in time for musician The Kid Laroi as he enters adulthood, navigating fame, mental health struggles, first love, and the death of his mentor Juice WRLD."
Youth (Hard Times),"Wang Bing's sequel documentary chronicles the struggles of migrant workers at clothing workshops, capturing their daily struggles to survive on low wages and exploring the possibility of collective empowerment as China's economy booms."
Moments We Shared,"Liu Shi San, a city graduate, faces challenges in love and career. Returning to his hometown with his grandmother, he decides to renovate her canteen to pursue city dreams, encountering obstacles that reshape his priorities."
Why War,"In 1932, Albert Einstein was invited by the League of Nations to write a letter to a person of his choice on a subject of his choosing. He decided to ask Sigmund Freud about how to prevent war."
Lost & Found You,"A heartwarming, feature length romance set over 24 hours. When headstrong Kerri and bookworm Beth spark at a party, the girls make plans to hang out alone - but is it really a date"
Tenant,"In the midst of the pandemic, a story of love, friendship, and betrayal unfolds in unexpected ways. As secrets unravel, a deadly game of survival ensues. This gripping crime thriller explores the limits of trust in the most uncertain times"
San Damiano,"Running from the ghosts of his past, Damian (35, Polish) heads to Rome searching a new life. With little money in his pocket, he arrives at Termini Station. Instead of sleeping on the ground with the homeless, he climbs to the top of a tower on the ancient Roman walls overlooking the station, making it his new home. Dreaming of becoming a singer and longing for love, Damian surrenders to Sofia, a strong and charismatic homeless woman. Their love story ignites against the chaotic backdrop of Termini, throwing Damian into the upside-down world of camaraderie and conflicts of the station's marginalized community. Here, Damian finds the family he never had. But with a fragile psyche, will he be able to forge a new life for himself in the messy whirlwind of Termini?"
Pottel,"An underprivileged villager and a victim of caste-driven politics in his village, forced to run away with his daughter Saraswati, but returns after undergoing a spiritual reincarnation, which in turn changes how the village receives him."
I Saw Black Clouds,"After the unexpected death of a close friend, Kristina (Nicole O'Neill) returns to her hometown looking for answers only to unearth a string of dark secrets. She soon realizes her life is also in danger the closer she gets to the truth."
Jahangir National University,"Sourabh, a JNU student, opposes anti-national left-wing activities. Guided by Akhilesh Pathak, he finds his partner Richa. Facing challenges from the left, Sourabh and the right-wing gain prominence when he wins a pivotal JNU election."
Her Drunken Diary,"A young wife battles alcoholism while raising a child amid tension with her overbearing mother-in-law, straining her marriage and self-esteem."
No Cap,"No Cap is a documentary about Light (Nero Greco), a Greek rapper with Kenyan roots. Growing up in Greece, he faced racism and social exclusion, but rose to fame, using trap music to break barriers and reshape the Greek music scene."
Writing a Love Song,"When aspiring music producer Chloe lands her first gig working with former rising star Dustin, they race to create an epic song of the summer that will save his career and her job-and spark feelings that neither can ignore."
Ghudchadi,A middle-class father-son duo from Delhi in which a son-loving father doesn't want his son to get married with the love of his life and a father-loving son doesn't want his 60-year-old father to get married.
The Wild Blade of Strangers,"In a power struggle, the Prince of Qi executes the Crown Prince's heir. Charcoal seller Tian Anye gets entangled, revealing his past and truth about Liang City's deceased residents amid chaos of foes and allies."
White with Fear,Operatives reveal how America's conservative power brokers built influence by exploiting racial divisions and promoting White victimhood narratives over decades.
Überall gibt es ein Hausen,"Out of the bubble, into real life: seven women, one seminar, plenty of chaos. What happens when seven women gather in one place for one week? A seminar group as a microcosm of society."
Jerry,"Revolves around the lives of two families, where a mouse creates infinite chaos."
The Shelter,"On a solo hike, a woman finds herself stalked by a bear. Only one will survive."
Janet Jackson: In Control,"She may have been the youngest of 10 of the Jackson children, but that did not stop Janet Jackson from embracing her own identity. Her unquestioned talent has built an empire of success as Ms. Janet remains In Control."
Deep Fridge,"Swarnava and Mili, divorced five years, spend a night reflecting. Divided into Ice Cube, Melting Point, and Defrost, the story explores their emotional journey. The ""Deep Fridge"" symbolizes their buried feelings and ongoing struggles."
Down Below,"On the 20th anniversary of the gruesome Christmas Eve murders at St. Agnes church, a demonic preacher returns to haunt that same town's residents."
La Arriera,"In 1930s Jalisco, a daring teenage girl ventures from the ranch where she grew up to find her father, adopting the guise of a muleteer."
À toute allure,A submarine officer and steward fall in love despite military duties. She dives for 90 days while he follows. Even oceans can't separate them - the world feels small when hearts are joined.
The Captives,"Commander Jin Shanya battles insect beasts and an elusive mastermind after the Earth Defense Alliance's 20-year war. The enemy lurks unseen, launching bizarre attacks."
Hejjaru,"Rajaram, born in 1965, loses something that was the most precious of his life in his adolescence. While searching for those who robbed him Rajaram encounters Bhagat, born in 1995, whose life incident is almost like his.starts to follow him"
The Akaali,"A newly appointed I.O. finds herself digging into the past regarding a 7-year-old case where occult gangs and forces have been responsible for a series of satanic killings in the city. With the help of an ex-cop, can she solve the case?"
Münter & Kandinsky,"A gifted pair of lovers: Gabriele Münter and Wassily Kandinsky, co-founder of the German modern-art movement ""Blauer Reiter."" While he was granted fame, artistic and financial recognition, she wasted away in his shadow."
Murivu,"Master Raghuvaran runs a trust for abandoned and autistic individuals. A villager sexually abuses a girl, leading Master and his students to confront the perpetrator, Rajeevan. The story explores their quest for justice."
78 dana,"Three Serbian sisters document their daily lives with a video camera while their father serves in the military during the 1999 NATO bombings, finding solace in simple moments as war rages around them."
Triple 7: They Said It Couldn't Be Done,The Triple 7 Expedition is a 168-hour skydiving journey led by a team of former special operators and skydiving veterans. The expedition's goal is to break the record for seven skydives in seven days on seven continents.
Father's Haunted House,"Dodit, Mother, Mbak Lis and Mas Dewo had to work together to face terrible misfortune that night at Father's official residence. What happened to haunt them that night?"
Traces of Love,"After Laura abandons him at the altar, Marco Antonio. who always thought he was a perfect fiancé, starts to time travel whenever he hears the couple's favorite song, ""Evidências."""
Una Película de Amor y Guerra,Corrupt Mexican real-estate developer Pepe Sánchez-Campo clashes with area guerrillas. He faces trial for Mexico's violent past.
Mord,"Karel and his family gather yearly for a pig-killing tradition, where amidst celebrations, underlying tensions and secrets surface, leading to a chaotic event that forces Karel to confront harsh realities."
A Quiet Girl,"When filmmaker Adrian Wills sets out to discover the story behind his adoption, his voyage reveals startling truths he could never have imagined, and shocking details he had tried to forget."
GG (Good Game),"GG, an acronym for ""good game,"" centers around Seth, a determined aspiring gamer who immerses himself in the world of video games who gets into a ""competitive barkada gaming"" while navigating the various challenges within his own family."
Throuple,"A lonely gay singer-songwriter learns how to ask for what he wants in life through a newfound romance with an honest and communicative married couple. All the while, he fears he is losing his best friend to her girlfriend."
Occupied,"America is no longer a sovereign nation, dual citizens control our government. We've been occupied. It's time for humanity to unite against our common enemy."
Cara,"Cara, a mentally troubled woman escaped from an institution, believes in a conspiracy against her. She plans horrific acts using her show's viewers, exploring mental health, abuse, and violence, leaving a disturbing trail."
Yo Yo Honey Singh: Famous,Dive deep into Yo Yo Honey Singh's sudden disappearance at the peak of his career.
Exclusion: Beyond the Silence,"Two granddaughters explore the legacy of their grandmothers-resilient women who championed family reunification, rooted the Chinese Canadian community, and paved the way for multiculturalism in Canada."
The Seeds,"With suspense that will leave you breathless and a plot that keeps you guessing until the very end, ""The Seeds"" is a psychological thriller that delves into the depths of love, obsession, and unlocking secrets better left buried."
Raktaksha,"Rohit is entangled in a series of murders involving women he knew, disturbing him. After a confrontation where he kills Shetty, Rohit is the suspect, unveiling surprising truths about the murders' origins and his own role in the mystery."
The Tennessee 11,Progress on issues of gun rights and safety seems impossible. Eleven citizens from across the political divide try to accomplish the unthinkable: find common ground. Will they create the blueprint to bring Americans together?
El Heredero,A family in serious debt trouble find themselves between an abusive creditor and a nephew with a large inheritance.
Dr. Sander's Sleep Cure,"A man, plagued by insomnia, turns to Doctor Sander's Sleep Cure tapes for relief, becoming the unwitting star of his own nightmarish productions, navigating through bizarre and morbid dreamscapes filled with macabre humor."
One Last Night of You,"When his car breaks down during a fateful road trip, Evan, a suicidal young man, meets Léo, a mysterious boy who offers to drive him to his destination. Along the way, romantic tension ensues as the pair reckon with traumas of the past."
Onko Ki Kothin,"Three slum kids dream of professional careers. When one's father falls ill, they steal an oxygen cylinder to save him. Their actions reveal their determination, friendship, and willingness to go to extremes for loved ones."
De Break-Up Club,"Young entrepreneur Dylan and friend Mick operate ""Break-Up Club"", helping people cope with breakups, until former employee Zoë, a journalist, threatens to expose their unethical practices by writing a damaging article."
"François Truffaut, le scénario de ma vie","Shortly before he died, François Truffaut had begun to share the story of his youth with his old friend Claude de Givray. Time was running out, however, and he never finished this work. This film reveals one part of this last narration."
Thirty Years with the Whip,The toxic relationship with her parents triggers Tina's escape from home. Her affair with an SM aficionado introduces Tina to a radically new life as dominatrix for a special clientele while battling her own gambling addiction.
